,data,0
632,395411361898105268455276229102519481591796533675,283
633,397778749777663494665685620957487847301699826297,2
634,401771948557718673878940444682361742147849693477,500
635,402800082122260896654277744465170183014367613873,1499
636,403098757497310037912797464103201505995189753850,128
637,403147406923798613944821204578200083733981471900,687
638,403728526818360355231328918787966089580417125286,12
639,405598332679586488764034772244562815095491146975,381
640,406465980106531276692828713692923020067219069871,8
641,407110024404722407349046905989453565879871103118,2682
642,40717409428905592138685155664426064323047046892,2853
643,407778296872506654917284917119625718531211535232,1478
644,40821908050663357052682509510028797012157078590,59
645,411490161533912934845789411837497795128273678711,10
646,412364102215781395132431305265422225090453887212,557
647,413173181814004519474836160575973110323193324111,3
648,413914695135666074792793260275053508529450025265,191
649,416487892221144371313721143661993507875253653777,9562
650,418533597030321316519446727513524287993658678538,5
651,419736390650725773931775062556781862322158307773,19
652,423818249197722098530658603550598357037269714341,97
653,425566478335188833806842318314561674788766759846,168
654,426536995019113543507608125260708010706346088554,26
655,427238352067971068942510366641413257055906079792,31
656,427968344425943769641903625254060842018316911422,34
657,428057485583840478550114111827855717032012236987,1034
658,428205310927570136971263142029669835204453336712,5038
659,429648472261815148478548114737456563571142583739,5
660,429687613722374242732918137606473361423152871158,181
661,429697695728295496010112090440763650065101584901,2
662,433778060890472175381258520923834431304492021701,594
663,433819680297289638286618577588138602806514067933,41
664,434127409037904491694525101891901325167630358579,704
665,434559894297380635464697364846027634325458714789,672
666,435926988446026917546216162516236905898659784204,3130
667,437212645188556525506160559328840675147411190217,3786
668,437414232649027667936707755525338389065217898446,76
669,438123235857752959169621793793423672230567227212,249
670,438314553785344198647228573130138195798000888304,1447
671,438562986137294569732580193276942870673688692786,4594
672,439107305226249222367784499885884476462619148500,12
673,441360378140870817611248411035166340804225760090,9882
674,441837733108065323131325602762018913422206170483,28
675,441935205221166650484059224275634975612226483027,4
676,442303927399329048057547550697091757196449448530,1594
677,442442880168221893352765737409204748874817234978,745
678,444781217513043287017302155007127792107557155015,1295
679,44553308054427856964403383806978503551424428757,10036
680,445540199217950028752019541025949341185542281371,18
681,446069093285181284755821820455831225977917169858,1123
682,446247679188619116133323969899645179529473943306,38
683,448447049723552194702410057454881428084818876537,3
684,450286410207287599605991638692295469277336925267,9869
685,450380105291619674009691628874358890318329277065,172
686,45083525555846567492640386438997728825666510505,4036
687,452433892211666906395774713714873142068384802461,16
688,452935370146424143988526027748767086643549929753,175
689,453397270941375986330084732661691216929746839990,1638
690,453999119775414794553011754141094239764754338227,20
691,459198358998439345413017458011962651492324227943,1590
692,459812591108192212309263426227684365248261257691,159
693,46026674153708732774644653104835684556442087079,9
694,462577247995444722061132162856295645759888560447,9996
695,4637989317474189332512062706604988354410332746,38
696,464236974693057222644640317897148431189646270258,84
697,464336121289824249700639712363873701954256656203,53
698,464547282006400125699546677450098712049355054376,415
699,465193808185457150478039718092777996316212214380,432
700,465292719214023776381016483886663560462244955453,8824
701,46806452447072758167591444593416402586200979286,736
702,468163572928954091813573182511038267450003799103,475
703,472340072122490790983071237839680223443995270029,9
704,472666224545343956443999529009141266097054994936,10
705,473566813295636364963041848267323066421979415669,2493
706,475230205080399755936763076738112314549758758835,395
707,475360355785467816114798792810834336367707334881,18
708,475592852977021214644434215607594388264648913868,300
709,476654251482935304249419085207349196306368985818,2479
710,47703183262969954158187038094638553169275083125,10116
711,478166991359099140939664728050988482098900039069,10
712,481195106943393342126512662275960428302234131344,8150
713,483408348809953892984927517604383633329342256931,5656
714,485368392057765721211297366236595991088505310880,348
715,485752009194054402640463121419506872400739818734,1998
716,485929716840647578676452909307781004690380133311,1179
717,486045017969272367992241543443199954416972783919,181
718,486184723839346474659774000630205997699463329769,2
719,486969919390079666673121912501196830515928150981,195
720,487289520543735071395810497739515825843925606982,284
721,487754923399562484450457370200251189261368672163,2344
722,489003761430408167635155773113004409335340740533,9837
723,490158228762077877411112676396256480879362845291,325
724,490225475160891290730368685632475505540575544975,1537
725,492245681633284691228379666531951506878792432154,571
726,492546792057519771138174006919337876253892270056,32
727,493062659367228440204618626980633790379418071388,607
728,494589636331432221002776489121753515801751229542,2499
729,494954799347243173554831196928510441333721932550,16
730,497035657366051165299410167961432138681859998102,24
731,497965847235548548525363029650385606149788375388,60
732,499274918013168444027642344579123803785447771449,1925
733,499955212387666189328281767364272897624299929607,11
734,500165155122334479808751916336284514043286727617,7
735,500203163596076818307535264286330004966757960656,104
736,501353051186766181783330722086791173017783716262,3
737,504756225646753314914502226518202460572704620537,1278
738,50798240615354304990894349391543278250586510638,388
739,508566817082279818292481396013986484502243036319,624
740,508954055974324995192998476174125883881755417808,1143
741,509096022745809952112189965549767072577068876110,4
742,509149699421191623855330840251532865309088815627,9
743,51245153441586801458495394636913968563523394807,22
744,516140751138943235123955042341873493865048439907,810
745,521841214596887020597715980280678270595547888711,1370
746,522081349143614546343346378513452797055699111708,5
747,522101986229385424574606018269741708222005758858,765
748,522645802448733283258838867319653864405655482550,4
749,523644675567639931216006036709127967971279214018,5
750,528033550513209853194492446257986001864738974176,398
751,529158042698159744029702395723327769748514687189,3
752,529238315609644931546519601907320432314654764929,85
753,529689891680330132131967022378464286320091825351,199
754,530966285097969697052214331415822600848286631748,116
755,534066104151171945537492897398706595793592267137,2510
756,534561701864139721932539078872329725385377255352,1118
757,534766908983347475425321825974504026467207899257,130
758,53578950879641063320107741661239975635971737565,19
759,53583241104667402057156459389401588449007842353,923
760,535862026766002377454041471281432539130794131900,118
761,537009021569464116098716870820331530584845806484,2070
762,537478566307579774363652989943158367957036022404,286
763,537505088523516347379440380916358389608864225514,228
764,537647929800635025917958148510395313457601108608,5
765,542006569112214109491616175659964166082362925273,2358
766,542179010571764032431792295253966270612657533056,87
767,545870834679038988466097886285318409204080194920,827
768,546005145181023289241123079282691349856765123252,95
769,546419506550631301392829487233220121979769255327,3
770,546911587113423798139075517175578455728034689787,4633
771,547018138087698144581635856159109150344972931328,3
772,549641628785998339053904907962103453799459811227,9
773,550096590646665248699396781203078354151931272894,63
774,550836123205962989651620582656341097959620826936,1875
775,552186292289423809881874156507569762110678789743,80
776,553129425471379430795621801411590959007175567057,5
777,554232260538597734314272331924867168668225415805,60
778,554515063920899764349443394397296310833302635720,208
779,554542987607401975976995469988717334962588511740,85
780,555674150603450227012700211856173555818037270664,423
781,555908463264454419771312942045747934781501147780,723
782,556984031798538565787670301806632997295240049005,238
783,556987050106673270712366235528327241668431437629,5
784,557409835964876612022828014517868890388809038155,9
785,558541821294924041769610020694039589624919057804,4710
786,561057674446631143078054305244283160016872256999,1387
787,563025419938665472497516341981342084782340844554,136
788,563943623978246642565335082063262555151930785236,10119
789,564631894279778808677077630274382862141465637318,53
790,564935009794570777765460235824356881239641739511,471
791,56581084813383805704723281163776687762159420290,312
792,567140331792087543019168382067334767189311385918,27
793,567708719294351767882324416933236243420344909252,39
794,567906383420623398582841616583779352720675281982,64
795,568937216421853104431190450007624870916199412604,2236
796,57077551811920559654322518474386531095768470366,552
797,575879031567593254353863469573170231432119316765,4566
798,575918132670198683738216057538120154542961777583,7
799,576901692061402515476803813227898160334788063325,551
800,5787880266330504906651941281345547393519096273,2819
801,579969464454352488223564126148858807425197396500,21
802,58124792259874139153416270014642349481739684769,82
803,581425352998973382418622571218614159690398556633,910
804,582926105818639605447846196371104739240183844549,42
805,583365598413869194680164664213853705838618497270,689
806,583853891899370525199081989004966149947091790462,196
807,586051891808912223261002926546975917484912783938,1182
808,58657264054057785152551928615898845343736977844,6
809,587402504018215114312830195024402597730393933064,47
810,591274016720853973408249082720300885928421196186,46
811,593821201109104445926792919654492401608280762102,577
812,595563471583385361164983221610491141974193444524,34
813,597276034704649351746152049181962869415497140530,148
814,59990030749046501510870423903791180658463532266,356
815,600690172042091203902501126617329536079970979223,6
816,605463787752440450350943716861600280979862836773,10138
817,606402962820476030062835352062229742375654033107,4
818,606497348513758740410811941597492304670469836869,4297
819,607056403980897101833232519569951676155480437160,4
820,608019539747199034207769702495671341066549669823,4944
821,608516078795907003333834866037018177041981196895,2314
822,612454168754066696065562408366277976117373665286,54
823,613460171091596402723538220608619578704396009152,1881
824,614645617464239023232481153568687833356834478908,40
825,614938230661554997915574630256428416554852323946,39
826,616488867345707388542294072652213855411084516268,423
827,617746474882716816511126857966473889411799390275,847
828,617858464095443846929509486984538827221731326399,8498
829,617975819463814447406116203867887471772356608163,228
830,618373029754837348481313527421727474114609630084,158
831,619805110285362488131573981490426663532118828343,201
832,62088846498628384653942052023350196743292539508,9988
833,620921913296012548643354778351834415975701284878,3261
834,6211339697403892464285129816160457232094094631,6
835,622371152558546324718107558336281774950509598054,5
836,623628568042254946138444544990306023467199381088,664
837,623848908191034534017115397613684178361704689233,3248
838,625097971294651157428295214140395390094671575698,6
839,626060725942897658165887769343850179047117152868,43
840,626065304827614930016999850481878486562073534747,22
841,628930206113391503483289675731853724376271332732,149
842,629069429697045298072973127423952114374602847655,3
843,630900066707473035568339834742837891373742216747,238
844,632144679842758396682226878031596918604642932482,205
845,632357076860874638082587225030013679450980149855,220
846,632808923099156722464383400633256892071025980130,36
847,633402168789096343688087845859988417971718838440,108
848,633950275306133039077496860904314267805993895581,19
849,634292842897484374816617309909266107484880728460,21
850,634350141596770454472394454828999048210324747872,108
851,635630132529980069441507971837430833142497185111,1346
852,637611819266908883661344964631570547377987397287,18
853,638782436018548322676021140136593324762545249362,967
854,638972496124521380171476604192312186404550315186,715
855,639253719816619204518195027086750367371426651112,6
856,640999012779647171252886536735288414551675806441,4
857,641241173025306757805955481961948336354932259426,1341
858,644711589592294993632043041301887697064507981627,4
859,647153029120040887911734294999583264951229277315,869
860,647798501370128895590564713431125212261970550892,623
861,649979106842197907910821845420293337144608840591,14
862,651724022934275658822879238471384142357009954513,291
863,652160132805591912674218839316927021074521170863,8
864,653308979806756130629534316165836176628408177195,1367
865,654260536223365192689819237374408065812991369883,11
866,654346940936058812553855143221227637013342899549,123
867,654623505500752620524123881554638599347844578048,2000
868,655315953558658962362872153025185946920318509359,183
869,655928012947980749302078154985748069223569711314,16
870,65606357825202876805841340833955891155286361460,460
871,656565592214054009982495115992554455883360805244,9989
872,658017637658004295346471881277606216379111589910,31
873,658271776370548026085409273968139841821176063892,9692
874,659369641697883017793311931020652887439384065388,6
875,660510512984363194087196935461041044535488018310,1486
876,66061511010219815983235227789501889423094848733,6
877,661426344962452873484390223908933604509978865681,37
878,663657157212345561950609385399643606428602789227,10
879,663678071059551891525234332580660780571114623881,42
880,664252219053075186633611223498817281348098543076,9572
881,666872965814260213868704679995146591711039857959,43
882,66862891783057617219603875878607647233816777502,357
883,669776310706426447506629405586429022592003905088,6
884,670692177830313384432597261762242920492721917653,9
885,672086064727341999107112749189688130816768286898,18
886,674385873268559427141164151792286694236768254152,45
887,674607910559293269814713674907768021395458369807,7
888,675522215413675503382159750100478836945309212032,307
889,675790165472040060711963305687698928128840371909,106
890,676997441200166286652685988656272191355353681095,9948
891,677480564143501129754663347419406598951194797838,7
892,677854957054772395194856730464089075107403953918,5
893,678243652593925266475458824940141610073745835119,907
894,679695804144180158154957817433688509811568326000,2829
895,679924020584622352736833962760850561692274806157,4
896,682179039214954809567020177259517958954055473835,6
897,683092913681642364012632395324540618887286467987,106
898,6831922103026091886335396552104941693425413634,5978
899,683266913621336965779984278846589754622153342203,1845
900,68452529750008192952906482686526094789082680213,56
901,685677736214396340796972068506502971501407082266,94
902,687644349878030169491063967433867323016591595073,483
903,687875604537802309904576141471456099400392439773,199
904,688484720485100161140369116379025912111731717710,10050
905,689260882880215343961410760798391099707648988622,154
906,689446403681771496791526397271358351871371512710,826
907,694772330851924053389622192468114292579647835975,6
908,695934745077958465479930147488504682477462262792,4750
909,697219847840851660376419175313898034730801756314,7
910,697991886194087685386460652123577785434925197562,43
911,698214574852863166231127460683851958348549374626,9214
912,69857702846364418776038354082543985412335553359,326
913,701351142435795280684824414998882679132431942579,378
914,701431847256880940299189477318097087783860943111,426
915,701997594187712997093795634227021049275976289019,2260
916,704913176573276189731669763591829555145825306107,724
917,706369997460441813283037521895901164491686669177,1177
918,706523363548659593321638448794397703068775947294,24
919,707265365433310863465319669346195266373584057446,3253
920,707613424041101231216824574397475458767767320232,23
921,707884434362802081722274065906249531164727106318,5
922,709605131338732729719868628772598276938616393961,12
923,710002090358442880059825524081916317811252071118,89
924,711682841617777405796824601967094881343794750308,10006
925,712315661307263441369553571624224644576801950210,430
926,712519476998391225282617094226261247689294660632,8
927,713103167943755908355646767162792892131941204316,4277
928,713485656535241298079194702648378768605711865730,106
929,713871560565506952518307452095972187945216315335,533
930,714060328814038095863855606691224963056073815689,153
931,716145479479556370420801882036140931093753686735,86
932,71650160746191623320066798314538680767473422431,30
933,718651240473892908837170095132119258995120485285,2120
934,719616838972489656798544782385026756540917780993,4
935,720010154337565361895047482413246418915757427636,441
936,720393823166316024594917533943529009100489660191,790
937,720517025136650708653895775595316600987801304518,3
938,721251655473644284620805148285843820556660837393,301
939,724029499196385586093529298172074575518585047877,9
940,724622973572459864721929718737591922447858640070,5893
941,725316606551421209958556706262153420477217297343,1023
942,726142486507806567560158059757887798568460234848,121
943,727538920691233023279085730328857921183047518610,10110
944,728469331073758752941162461372833134220072137672,8
945,729647987366195147327792443630941377359533597125,26
946,730551494782806799398572561630890364478823161166,27
947,730824311420543580008858232173313450035435486015,15
948,731409962668032732594857490132555735155026316726,2
949,732505228810633641977235263431428545329588132935,3297
950,732928953327704429731639353398845827557330554555,9833
951,733997013828675974524023956919780555796700121166,122
952,736178758679208065198612903962136900652555598265,1035
953,737083835965685588221439317002360989365531629731,6
954,740423926229021367616321598935916725513373722216,8862
955,740515168922696073706761121125875528795019937027,8646
956,740548571790801471653359759074807766451389476593,7
957,740860751282119402652499256522969010325648881786,487
958,742915330804761213453686938581517274859572727409,5
959,744007628772397815169370264892082791665866414008,665
960,744857154873617757329318746136759483366042975818,207
961,746391539906292944096873704299478800471429282640,529
962,747155443959348737898746999648038517231237596561,323
963,747688343485800410786147189399842231161771644479,957
964,748635817019118278711555341493714425483646090051,4786
965,748767069616894619779557551272124101847399510843,2807
966,749063953809198099263800041428956986036526018300,194
967,749199169085459808862801500902260079961031187671,2
968,753248292190697885854479444817546694537154207566,128
969,75384989212238106056837095216681488491689879271,113
970,754203080472369356015785818704912568419443653844,40
971,754341665190974958174791503599342503384059992619,122
972,754354825542951594192829215383363787991462587654,6
973,75489936726854950455595126182492068837449173895,994
974,755825112473794136664127103588990460842868936023,1243
975,758579870970494479181372412204484665227785587482,38
976,759763358728220033896736490210968414915535879917,4
977,759958028717379667565428799095333093939008683508,691
978,760589925727770907496148300847144213482887351936,70
979,761775714992374739843510212663739658820721204525,1324
980,761805732050994649599534837511363812199864501416,1317
981,762125555536755661804903574812691498123689775611,126
982,762585857495010973919797828347865746255573861324,43
983,7642235329034478401955317303418409072809916233,31
984,765207216111747174056105739727005798906795193492,6
985,766531160992759819148703943843384317667249805346,58
986,768232563902858874579220652713544035729040643599,434
987,771090646262326905843248132104559940934292122361,10
988,771144588443919019114188559393744978585885182284,1397
989,777040265123918087011609785524294597609927938602,70
990,778418812724582675246605756872413647166901959285,366
991,780812291639080386159126697934697499728839970254,30
992,781129892060859841832820828373452044683482474088,35
993,781689474596044832425457116849801624237428387830,84
994,781897965452916943012010998902905163545028342941,2137
995,782412841466675007526253363771691635445948060025,68
996,784514030948572917117010771097307583559523410152,116
997,785220263562762439081303640696130641342634077494,9321
998,786208357192731054386313747801634610395816718963,1040
999,786663069718662617953349411316671481988281929120,94
1000,787735007007613267299128136790218994447052792995,23
1001,789116526918511950073891270515140624839094281087,6
1002,789728884797519539002380183861920952603835989024,186
1003,79028683438138117496058982683998726438069316678,2865
1004,791582211482206747049356582590559413157388968165,10017
1005,793585899557064079836969120267076280855450153735,9
1006,794789161601397912208780718592895372510587684356,115
1007,796047068561230880489120115669644563469809574758,7485
1008,800362385563060698381961905778135494861585216931,34
1009,800782865104858959355443821866664751756106312932,1388
1010,800925732378327084701675834037038110174674567288,20
1011,8027728647612131393784095786328783949642129183,618
1012,803618714086451936271739348929728584009713713348,573
1013,804987329445197964377260228550731261632296707879,26
1014,805681125837176856056594451725722622372514984231,37
1015,807486588410003119802933063692856084453688529973,6
1016,807934272734326366702667422589139544258058537617,6861
1017,808540048823163857099741298271311795071207697090,151
1018,808645389960965501058813636965623686226823750780,690
1019,808706876369617613241696575580558479572372044737,1065
1020,808875822339615053227270508266680183811233922438,711
1021,809484579858373362422892759705728982165715501420,98
1022,810119127647137317102135448362284198769172994914,10
1023,810312487672220113811165054314339045914656950469,10003
1024,810783144480395306085062186407230976257750298493,1948
1025,811096389715100444693024877037374418158476840300,668
1026,811229624948638060764630937267905615272964830202,4
1027,815422820072022287955001739947093415343196316967,1298
1028,816306649558837481603816590726825432349854003799,1851
1029,816628983534838353100662151301809315857858379585,1936
1030,818136559611208980169991076414489777130539592612,42
1031,8182168336007980764541906416858003758046068430,186
1032,821468644794426681662710081133385510291041554299,1784
1033,821738558440453485846089634969933484042719450449,172
1034,821742216834627455533870467847186917711299894735,9964
1035,821837278561495937008078980692299509465846201472,9900
1036,824383505992996603165631764961836432135112066004,627
1037,825396368489339194770239075727822315408675473249,5
1038,825732569811909106245704614477350794682094617376,121
1039,825985756454248432204299167691873016745839163467,10046
1040,826550711421531981238330656926677516268548626173,9
1041,8268541156440692452645123283164412158597825800,544
1042,827244027410204212142359289205938412203452577055,63
1043,827626096925480301367783977138507429484325319571,17
1044,828876400794336702175476164474861261360243611292,6
1045,829932151199456113129752412119737049222387132852,9
1046,830542330786512326861915989111274915567689150907,7912
1047,831705115322298095818150288125978587633365921195,122
1048,832389120754901038346208794940301605120022710229,197
1049,833219432725253949865076130081632476816822364383,585
1050,835005232783668875091687431205303968361773180276,12
1051,835406134722190449710819619529829431964174873798,2643
1052,835740992417137621825793918213848739474994365700,243
1053,835916119481869570714151147060882853651886857980,39
1054,836165887846468460902894111398308833662625750389,109
1055,836816289715540834874179026309340745260764064963,9853
1056,840000453503917213220840897612644976353142957831,543
1057,840726721526256168483189525602061879470971113183,1914
1058,84170842191838228170575786899445150083191925294,43
1059,841910603960874149483670484426786682150251759047,17
1060,842586985935045186748617588071220490144015935982,23
1061,842591471465175226291722014935655791364558322713,6
1062,843570809084896151395195839780848376259816924683,3456
1063,844806399868521950905305517885413165515708647195,445
1064,846374161551327190546762073112924852332964105161,4
1065,847030781099050651894817045813361635315729263429,422
1066,851231922512276622928041282089671516352005676475,8
1067,854688739458577238594352889452275078366391867285,130
1068,85558931905790510164270478264045088678053249882,1206
1069,857613058576123910091297842632754947566988106412,51
1070,860056424034025778376921068208834601683346269360,13
1071,860799801149439402185008927893936571291717074962,26
1072,861781960316613725476752064000469639304639698900,205
1073,862432090015693205664652121793858825025425731061,45
1074,863223310737006462142025466035602103318106409256,8517
1075,865892100358108925516624149246445019227047823381,530
1076,86638449775433270683485716333763259593832637442,1944
1077,867345997229877977157497912476733431275264742435,43
1078,86746114596795634625943372572273195634837170870,9542
1079,867788470768288554377362691049775750238366695990,147
1080,868024184971127765395650263453340515675565179647,2114
1081,86821373438223301609566451471545008296036365132,1370
1082,869332015375226610711849974023292104869393192661,18
1083,869814157356944589337610524842012864195439856386,14
1084,872144726821900239870280649327948546641726062431,84
1085,872183581421645243402139170835542708728130731076,2353
1086,87229043255187979895303782103176579297893314369,82
1087,872652976896149478729892569629996077556487861648,2763
1088,876843348972970360094373737725120774739138072372,416
1089,877412073918828720987509400902824983028106324858,5
1090,87832694514270622110034954837619758124537976788,39
1091,879930651024022795939538706362613710351024943277,38
1092,879940665967824663618731537655768151765046141840,2206
1093,882165201456466187905178476098342355966851346469,187
1094,883934898239583196907919315511521182962047447753,729
1095,886067299578902642599152627814714772746258656014,9986
1096,886546252151784746473331380393724994124822975929,2053
1097,88921366047671260660653260808739561089729469744,4
1098,890248906260441870742749926502045477256249615035,91
1099,891493459636152276235886208009600553672635252610,239
1100,891650728697787652457500329280003073702333154907,128
1101,891711356566824340429440795648182018701314128878,55
1102,894656503991593088763400870484968414459104349577,3
1103,895247785928067389987443685540782351652866025620,486
1104,895544586563371959634390354243731732748315973110,4859
1105,896059211768518490008321733833831937177725063325,148
1106,897488245393667454654771085896889458713010321380,27
1107,8991003071074274797104721353457855315792403638,130
1108,899429589791213957798899294356326455689974794521,378
1109,901608149806013835834003736008819020153086173669,1577
1110,903194666715709281708639306311072990807658063037,9800
1111,903737927704941775247935964787657114557497942244,424
1112,90462336664655782279576783332817446077818958732,272
1113,905101694046311567911087981707880907709596409729,10039
1114,906829855624277595452461396745695279699005918591,10
1115,909338914598924966921855079877111964566842893652,113
1116,909680332033265070655547774523399300472746772743,4056
1117,909893048799779885485405060780861780808499972415,770
1118,91258950910508886983359805327673524771596631027,7
1119,914679240923335973840330347127474389458378078227,65
1120,915706417984884031286555109063608789413328754610,474
1121,915801513775975941148300217738053726978688132667,8
1122,916309612457238471631726582588392706248662189821,111
1123,918033887265238939961448989959277920671504054118,30
1124,922903905820984033436546029795315571763691837076,3
1125,92352347367881682158397221094904177268438040419,2709
1126,923967052410723654834742303054384241150419279933,8
1127,924159635218370935135273631900051578215894575033,100
1128,92654540144352228380829857598679045266629382175,77
1129,926678631506407117871675345345216237746968261732,9704
1130,92694665792130174417313542418346158521451354905,9942
1131,927444102518599621719075130169729655901551485470,2350
1132,92826587360448692692855201020955726977452486713,73
1133,930916929457227552168136300620323622771279258485,261
1134,933321028063162162192696046459423470532248471968,75
1135,934551533150838462550535185888526858068145755420,421
1136,937870191815300853499123523427618755664913044045,23
1137,939579481464035274252056918858624839774973256475,10
1138,939636714790170078152729591191896056290206553074,45
1139,940584931762182214534084485108469217069153277539,3
1140,941141039447960688081382891122294957588025100399,55
1141,941242132272771569453314606513175705765496838654,361
1142,941322150932471446648615267475533192755826517996,79
1143,942379209739029873277910642028868388639031208076,28
1144,942394787899470818297812950672107617657112087308,86
1145,943558636393094198638118828548854673137490881358,1
1146,944104194474404683002883367353218958274404780960,23
1147,944298113294973914237413835217630446867110264268,13
1148,944571047816489461351380913129050444746792087306,68
1149,945785757850948134993872970709491147684740420032,4066
1150,947080522246021440046030440210039462744297940144,193
1151,950896620316418595694581140920269080537203324739,1707
1152,951863045631822604211975981209481899840648589400,9
1153,953504813697773034302775232080374660859697857377,7
1154,955740659313831018791717301445490331275155569273,8
1155,956190464507860739260209889563254292149147074384,282
1156,95678622342092818053533810206481538398122156335,62
1157,957372749295226490980860587478079642642043470348,2312
1158,958574403628135331394245303597252184332999938497,568
1159,959278212539145731554085306598751938118841856818,1703
1160,95952144882799218449278655228917786879041241249,8997
1161,960532878734417492704321430227465964929915187266,5
1162,961028154662687727090974145318930838018154462753,130
1163,961256925122560195149830056393702081243515293817,25
1164,961640546663721949968096178122587376906109167697,15
1165,963400517088858568058696981919806735850532548949,21
1166,964340564055571622235814797404502729868818657128,920
1167,96625146786327852893650016850439638920991684557,65
1168,966353551086159155653560638948465175995661482025,1185
1169,96641351693824467934529340226611753288239517648,8
1170,967654062339444734478523196790732616472057763762,5
1171,9677619334213087554288009404785144664997900335,96
1172,96803811137767214391371146754565107284205531502,237
1173,968589440519135030684401028424546518812071430990,175
1174,973741012452624638398608375729693241511124359623,12
1175,974168766642882366835361860843691980300766495516,2155
1176,978401737604625916496401941932403753712380797888,865
1177,97855587815651538421267441829026814248062033967,465
1178,980032678012017699317962073936498172473913979224,3
1179,980121442267972940799614825705995504458244402475,6
1180,982456486165429502423517064174629578231756764379,22
1181,983383002654585928887849485277783917305881069373,4
1182,987278735560729459360501672848264005894657322838,324
1183,987464544736415271672593562392328827755964674464,11
1184,987627954500666279181177320468327070435807843582,2778
1185,988166425465350551556386978569461954120983457497,30
1186,988395898640815810659100712286132703405865904791,1435
1187,989357153022020193796918278459766892586333272501,12
1188,991224316036594651719420926371921610714556512212,3466
1189,992156528642975211493753750487667585323781683102,9857
1190,993603238499900353944561355079705908360192198357,1417
1191,997371515045670612793218980745593613035934034083,3383
1192,997442308066835461175309154820432725679115837259,29
1193,997955787163686986061806519547408567275306456808,4400
1194,998023983013317903159857575143056475028665966172,1090
